Wall time,Step,Value
1720392842.236088,593,1.586605139891617e-05
1720393096.4707296,595,9.406554454471916e-06
1720393224.3600442,596,6.946366283955285e-06
1720393349.6463022,597,8.007669748621993e-06
1720393726.328362,600,2.6861847800319083e-05
1720393976.984217,602,8.655969395476859e-06
1720394229.4816184,604,5.875945589650655e-06
1720394484.0889828,606,1.2818667528335936e-05
1720394730.5174797,608,2.824010152835399e-05
1720394970.1276155,610,1.9684530343511142e-05
1720395089.370248,611,6.482924618467223e-06
1720395214.533323,612,6.778951956221135e-06
1720395587.0183897,615,1.582303229952231e-05
1720396102.013735,619,1.8639251720742323e-05
1720396233.8591707,620,6.032085821061628e-06
1720396497.3562226,622,7.818927770131268e-06
1720396889.5375657,625,1.283773690374801e-05
1720397408.0691044,629,1.388723285344895e-05
1720398040.15945,634,1.3300408681971021e-05
1720398922.7757006,641,6.809003934904467e-06
1720399050.0746741,642,6.207747446751455e-06
1720399300.0633686,644,5.629946826957166e-06
1720399425.6679063,645,3.196330362698063e-05
1720399550.732272,646,8.329969205078669e-06
1720399677.1432238,647,6.224217486305861e-06
1720399801.9902506,648,6.257010682020336e-06
1720399929.0561705,649,5.180760126677342e-06
1720400182.5308108,651,8.070619514910504e-06
1720400308.8918877,652,2.0451092495932244e-05
1720400813.7659004,656,5.679479727405123e-06
1720400947.4567575,657,7.988905053935014e-06
1720401485.1458132,661,7.458329946530284e-06
1720401890.7799385,664,1.2570691978908144e-05
1720402158.5053046,666,1.3500943168764934e-05
1720402293.863879,667,2.0193401724100113e-05
1720402428.1281567,668,8.601065019320231e-06
1720402835.3760085,671,5.6649760153959505e-06
1720402971.8463178,672,4.723643542092759e-06
1720403106.4011304,673,7.369428203674033e-06
1720403241.519695,674,7.518970505770994e-06
1720403377.2293136,675,1.0459324585099239e-05
1720403648.4854376,677,8.459268428850919e-06
1720403783.6153595,678,8.489452739013359e-06
1720403918.7936215,679,9.179479093290865e-06
1720404190.0608864,681,1.8086331692757085e-05
1720404323.0819867,682,1.698169762676116e-05
1720404451.652715,683,1.2027910997858271e-05
1720404573.4337425,684,1.1880927559104748e-05
1720404708.3675432,685,5.148372110852506e-06
1720404836.9484968,686,5.622452135867206e-06
1720405096.7479312,688,8.089463335636538e-06
1720405227.0759518,689,7.866628038755152e-06
1720405625.1491506,692,8.549195626983419e-06
1720406163.893881,696,4.614324552676408e-06
1720406552.95532,699,7.779790394124575e-06
1720406679.4214537,700,8.13809583632974e-06
1720406806.7305136,701,1.5107932085811626e-05
1720407058.5944998,703,2.3393793526338413e-05
1720407309.1022024,705,5.15625879415893e-06
1720407440.2116506,706,1.0262505384162068e-05
1720407702.6634738,708,7.500185347453225e-06
1720407952.8799477,710,7.655688023078255e-06
1720408486.1366796,714,1.0071973520098254e-05
1720409009.5692632,718,8.88355771166971e-06
1720409136.378738,719,9.590097761247307e-06
1720409389.184261,721,2.4667180696269497e-05
1720409514.2296734,722,1.5993196939234622e-05
1720409647.835898,723,7.930718311399687e-06
1720409773.9721253,724,6.616485734411981e-06
1720409899.8801806,725,7.91562797530787e-06
1720410025.0330052,726,5.355748726287857e-06
1720410420.4814672,729,9.745592251420021e-06
1720410553.175631,730,1.9227269149268977e-05
1720411348.8470562,736,1.4491659385384992e-05
1720411602.9803467,738,7.5245093285047915e-06
1720411728.4075763,739,6.944940196262905e-06
1720411854.9245572,740,9.765678441908676e-06
1720411981.3962545,741,5.585747658187756e-06
1720412231.7088253,743,5.573316684603924e-06
1720412607.9570117,746,1.2716532182821538e-05
1720412740.1363113,747,7.361046300502494e-06
1720413145.860566,750,4.901378815702628e-06
1720413281.3791642,751,5.14876910528983e-06
1720413406.5015347,752,4.598203304340132e-06
1720413658.5378041,754,7.291434030776145e-06
1720413909.2655678,756,5.4984152484394144e-06
1720414287.9656317,759,5.800695817015367e-06
1720414414.0448685,760,1.3788325304631144e-05
1720414666.0654209,762,8.216826245188713e-06
1720415061.8798869,765,7.957229172461666e-06
1720415198.0332785,766,4.59149759990396e-06
1720415334.507714,767,1.1903718586836476e-05
1720415606.0986035,769,7.625668786204187e-06
1720415741.2522237,770,6.156197287054965e-06
1720415876.0625966,771,5.433494607132161e-06
1720416135.4441166,773,1.733751196297817e-05
1720416257.617133,774,7.94548850535648e-06
1720416382.2871873,775,6.312650384643348e-06
1720417024.9454145,780,4.8549131861364e-06
1720417538.4576669,784,6.5160902522620745e-06
1720417669.7827895,785,8.952095413405914e-06
1720417939.4479616,787,1.3283850421430543e-05
1720418209.0077596,789,7.49816672396264e-06
1720418479.0033538,791,1.0896536878135521e-05
1720418613.044599,792,8.31615489005344e-06
1720418747.42153,793,7.304130576812895e-06
1720418883.1559892,794,1.310984771407675e-05
1720419017.718576,795,6.566323918377748e-06
1720419154.1770656,796,9.63037382462062e-06
1720419424.6844866,798,7.183918569353409e-06
1720419692.6690354,800,5.296370090945857e-06
1720419956.1909134,802,7.203302175184945e-06
1720420345.0704308,805,1.4869037840981036e-05
1720420605.269671,807,5.1553793127823155e-06
1720420736.1279216,808,5.873627287655836e-06
1720420865.5740683,809,9.768486961547751e-06
1720421382.7367158,813,7.363432814599946e-06
1720421640.8902302,815,5.251496986602433e-06
1720421770.4115825,816,4.893391178484308e-06
1720422030.2803714,818,1.1745057236112189e-05
1720422417.378612,821,1.177515514427796e-05
1720422937.423485,825,6.402584403986111e-06
1720423328.9841955,828,7.360790277743945e-06
1720423717.8561704,831,9.088127626455389e-06
1720423847.2398605,832,6.563389433722477e-06
1720424105.793389,834,1.2400532796164043e-05
1720424363.8292458,836,6.921061412867857e-06
1720424617.0409923,838,6.721247700625099e-06
1720425253.0268016,843,1.3175762433093041e-05
1720425516.5512257,845,1.3349330401979387e-05
1720425650.9164903,846,9.431955731997732e-06
1720425784.9748964,847,6.280506568145938e-06
1720425919.5026357,848,4.791671017301269e-06
1720426322.1458356,851,4.918393187836045e-06
1720427126.3894725,857,1.9997420167783275e-05
1720427394.7994146,859,5.17025819135597e-06
1720427528.3745685,860,5.227589099376928e-06
1720427663.5132043,861,7.262567578436574e-06
1720427798.0961523,862,6.530312475661049e-06
1720427934.0641732,863,6.662793566647451e-06
1720428468.8523607,867,2.286449853272643e-05
1720428730.9770603,869,7.400922186207026e-06
1720428862.3142385,870,4.9890186346601695e-06
1720429240.3308723,873,3.6577316677721683e-06
1720429366.3813543,874,5.8700434237835e-06
1720429498.5405803,875,6.621597094635945e-06
1720429632.8088398,876,9.31044269236736e-06
1720429767.977593,877,7.7859076554887e-06
1720430034.212158,879,7.4085514825128485e-06
1720430166.88614,880,1.6759753634687513e-05
1720430298.1775756,881,6.899399977555731e-06
1720430428.3997743,882,4.5548658818006516e-06
1720430686.8604915,884,6.540492449857993e-06
1720431073.8130348,887,3.050754457945004e-06
1720431332.1119087,889,1.9698850337590557e-06
1720431459.710607,890,1.9516446627676487e-06
1720431716.1957216,892,2.0986637991882162e-06
1720431845.0156999,893,2.352538331251708e-06
1720432230.463676,896,2.4290204692078987e-06
1720432619.3660507,899,2.6863767743634526e-06
1720432749.224681,900,3.297782313893549e-06
1720433639.1809225,907,2.579823785708868e-06
1720433766.8875237,908,2.35918264479551e-06
1720433897.2850597,909,2.631462848512456e-06
1720434029.1821468,910,5.358828730095411e-06
1720434157.7413518,911,3.2777693377283867e-06
1720434287.5235724,912,2.170397692680126e-06
1720434417.5802314,913,3.03671185974963e-06
1720434675.4523706,915,2.8315648705756757e-06
1720434803.0138135,916,2.8432189083105186e-06
1720434931.7655516,917,2.6788543436850887e-06
1720435320.795626,920,3.0584772048314335e-06
1720435447.5014396,921,3.063382109758095e-06
1720435578.19571,922,2.495247599654249e-06
1720435704.3957443,923,3.1345493880508e-06
1720435965.752892,925,3.2479931633133674e-06
1720436748.8410344,931,2.1715443381253863e-06
1720436880.0137994,932,2.146907945643761e-06
1720437252.451031,935,2.948921746792621e-06
1720438112.234608,942,3.289376991233439e-06
1720438491.658233,945,2.36700316236238e-06
1720439014.2959917,949,2.431017719572992e-06
1720439406.1529605,952,2.978054908453487e-06
1720439535.5966232,953,2.8301433303568047e-06
1720439664.3528478,954,3.0972048534749774e-06
1720439924.5596266,956,3.112038257313543e-06
1720440057.583286,957,2.4283133370772703e-06
1720440187.7403264,958,2.7524058623384917e-06
1720440576.594568,961,2.586613163657603e-06
1720440706.0173209,962,2.5522333544358844e-06
1720440964.9729826,964,2.559066160756629e-06
1720441225.151249,966,2.66137999460625e-06
1720441357.1631687,967,3.9472670323448256e-06
1720441615.809186,969,3.6263552374293795e-06
1720441878.0849493,971,2.785016249617911e-06
1720442009.0287127,972,3.2335074138245545e-06
1720442269.3250048,974,2.445686050123186e-06
1720442530.6326468,976,5.227576366451103e-06
1720442660.0121772,977,3.398886974537163e-06
1720442791.0301921,978,2.3779243747412693e-06
1720442923.9577913,979,1.9219289697502973e-06
1720443314.4913723,982,2.512123955966672e-06
1720443442.5035307,983,3.5188736546842847e-06
1720443575.1268272,984,4.253881797922077e-06
1720443967.6594274,987,2.5179883778037038e-06
1720444099.87646,988,1.975676923393621e-06
1720445140.8165665,996,2.24203108700749e-06
1720445531.2696395,999,4.361963874544017e-06
1720445659.7005768,1000,7.291837391676381e-06
1720445921.8161228,1002,2.2269200599112082e-06
1720446179.5345814,1004,2.1398411718109855e-06
1720446312.3229222,1005,1.986584038604633e-06
1720446704.1655993,1008,2.5415324671484996e-06
1720446834.592236,1009,2.0156210212007863e-06
1720447093.3137646,1011,3.475298399280291e-06
1720447224.5663304,1012,1.0111193660122808e-05
1720447353.0929213,1013,2.452824446663726e-06
1720447486.0253117,1014,1.904449163703248e-06
1720447877.6275477,1017,2.939032810900244e-06
1720448921.2668478,1025,3.916235073120333e-06
1720449050.9267921,1026,2.5170993467327207e-06
1720449180.5955772,1027,1.9412486835790332e-06
1720449431.8680894,1029,2.8679937713604886e-06
1720449683.2743473,1031,5.403715476859361e-06
1720449808.2868748,1032,2.636978706505033e-06
1720449932.9554653,1033,2.0897041395073757e-06
1720450183.1621618,1035,2.0727788978547323e-06
1720450433.0284889,1037,2.9196373816375853e-06
1720450558.5758646,1038,3.831174126389669e-06
1720450682.7471118,1039,2.477731641192804e-06
1720451057.4836185,1042,2.359450945732533e-06
1720451181.5583792,1043,2.279528189319535e-06
1720451314.6410632,1044,3.3406427064619493e-06
1720451992.2006946,1049,3.1776530704519246e-06
1720452257.8050594,1051,2.820676172632375e-06
1720452389.0163388,1052,2.1969365207041847e-06
1720452782.0576072,1055,1.7310678686044412e-06
1720453041.027636,1057,1.3942956229584524e-06
1720453822.1276617,1063,1.5436199873875012e-06
1720453950.9773448,1064,1.5825203263375442e-06
1720454210.5616207,1066,1.4854384744467097e-06
1720454471.7915342,1068,1.4956151517253602e-06
1720454988.9893608,1072,1.7127841829278623e-06
1720455249.879905,1074,1.5214320683298865e-06
1720455511.058028,1076,1.5041052847664105e-06
1720455772.9638162,1078,1.4764671050215838e-06
1720456033.6118066,1080,1.7436366306355922e-06
1720456287.1145294,1082,1.4514000667986693e-06
1720456413.6486464,1083,1.5048474324430572e-06
1720456539.5807443,1084,1.5969084188327543e-06
1720456665.365534,1085,1.4924752349543269e-06
1720456791.0876522,1086,1.6001953326849616e-06
1720457549.32632,1092,1.5137432001210982e-06
1720457680.7747908,1093,1.8170466091760318e-06
1720458460.4768765,1099,1.5596691582686617e-06
1720458721.7084208,1101,1.5495717207159032e-06
1720458983.1177409,1103,1.6877949065019493e-06
1720459113.737823,1104,1.5986149719537934e-06
1720459244.1484962,1105,1.5313701169361593e-06
1720460382.1451855,1114,1.505779437138699e-06
1720460632.9608796,1116,1.6182914350792998e-06
1720461010.1244624,1119,1.6251045735771186e-06
1720461385.7422707,1122,1.4417956890611094e-06
1720461511.9154434,1123,1.51652841395844e-06
1720461762.0351856,1125,1.711384356894996e-06
1720461887.5331979,1126,1.5966613773343852e-06
1720462013.1670966,1127,1.4334671050164616e-06
1720462138.6245232,1128,1.6689450603735168e-06
1720462389.389792,1130,1.5541863831458613e-06
1720462514.259798,1131,1.5304023008866352e-06
1720462764.905462,1133,1.6652214753776207e-06
1720462890.651001,1134,1.6086954701677314e-06
1720463016.662321,1135,1.4848851606075186e-06
1720463393.656122,1138,1.5259972769854357e-06
1720463520.100025,1139,1.45500166581769e-06
1720463771.4831426,1141,1.732216674099618e-06
1720464777.3449697,1149,1.4551081903846352e-06
1720464903.2604542,1150,1.5337311651819618e-06
1720465028.7689626,1151,1.4787998452447937e-06
1720465154.0834024,1152,1.5423086097143823e-06
1720465531.9217932,1155,1.464825345465215e-06
1720465658.2451048,1156,1.3947076240583556e-06
1720465783.6753697,1157,1.4366677305588382e-06
1720466160.0287294,1160,1.6200003756239312e-06
1720466285.7077315,1161,1.4112326880422188e-06
1720466410.8965297,1162,1.573923213982198e-06
1720466787.2591,1165,1.5226651157718152e-06
1720468292.2085013,1177,1.4863705928291893e-06
1720468670.9799056,1180,1.5663466683690785e-06
1720468921.9003785,1182,1.3558852742789895e-06
1720469046.7899292,1183,1.6070428046077723e-06
1720469293.6383257,1185,1.4193628885550424e-06
1720469417.011802,1186,1.4621069794884534e-06
1720469788.0144176,1189,1.491100533712597e-06
1720470158.015315,1192,1.4583523579858593e-06
1720470279.8294888,1193,1.6356017340513063e-06
1720470402.6716285,1194,1.5403024917759467e-06
1720470524.8019578,1195,1.6803463722681045e-06
1720470647.3055112,1196,1.419660748069873e-06
1720470769.8750663,1197,1.422868649569864e-06
1720470892.075313,1198,1.421566253156925e-06
1720471014.0788887,1199,1.450885179110628e-06
1720471259.4831538,1201,1.3828947658112156e-06
1720471504.9865837,1203,1.4623033166571986e-06
1720471628.0446846,1204,1.4574040960724233e-06
1720471875.0920243,1206,1.4400033023775904e-06
1720472121.5773098,1208,1.4958870906411903e-06
1720472367.3180077,1210,1.3754107612840016e-06
1720472490.0117805,1211,1.4094766811467707e-06
1720472611.5415015,1212,1.4434509694183362e-06
1720472733.4372318,1213,1.4498252767225495e-06
1720472857.4656508,1214,1.552713115415827e-06
1720472981.6074553,1215,1.4921564570613555e-06
1720474088.5623128,1224,1.4906499927747063e-06
1720474210.421295,1225,1.3690241758013144e-06
1720474457.2808905,1227,1.4885025620969827e-06
1720474580.4104767,1228,1.3587001603809767e-06
1720475072.1293447,1232,1.3979764617033652e-06
1720475194.3829846,1233,1.5153824506342062e-06
1720475316.1592312,1234,1.3811674079988734e-06
1720475560.641186,1236,2.034104909398593e-06
1720475927.8272574,1239,1.3326392718226998e-06
1720476293.815128,1242,1.323488959315e-06
1720476536.8164296,1244,1.4999832274043001e-06
1720476782.16347,1246,1.4532939758282737e-06
1720476905.6139252,1247,1.3545030697059701e-06
1720477152.06369,1249,1.5171211771303206e-06
1720477272.9231503,1250,1.5523421552643413e-06
1720477642.5118787,1253,1.6254463162113097e-06
1720477767.1959212,1254,1.3713330417886027e-06
1720477890.428203,1255,1.3625834753838717e-06
1720478136.8953326,1257,1.4244926660467172e-06
1720478254.0480826,1258,1.360928990834509e-06
1720478369.2447243,1259,1.3601239743366023e-06
1720478600.1231112,1261,1.452589003747562e-06
1720478714.347399,1262,1.4598019788536476e-06
1720478829.297728,1263,1.3593404446510249e-06
1720478944.2987554,1264,1.4209152823241311e-06
1720479059.1880019,1265,1.4312548728412366e-06
1720479174.3449667,1266,1.704080432318733e-06
1720479748.3154986,1271,1.6251533452305011e-06
1720479869.2587466,1272,1.3983777762405225e-06
1720480111.066497,1274,1.4875079159537563e-06
1720480595.0211084,1278,1.4770697589483461e-06
1720480715.965617,1279,1.332846636614704e-06
1720480955.8641176,1281,1.377967919324874e-06
1720481441.8343616,1285,1.3809021766064689e-06
1720481684.6175153,1287,1.3934425169281894e-06
1720481926.9412327,1289,1.474894361308543e-06
1720482168.7625608,1291,1.4381797655005357e-06
1720482289.6533964,1292,1.4508696040138602e-06
1720482409.3991926,1293,1.4606254126192653e-06
1720482529.84179,1294,1.3263045275380136e-06
1720482771.4925916,1296,1.4445240594795905e-06
1720483133.8091867,1299,1.4208754919309285e-06
1720483255.014406,1300,1.4580631386706955e-06
1720483496.9203942,1302,1.6135898022184847e-06
1720483618.034536,1303,1.3578876405517804e-06
1720483738.8061676,1304,1.3075771221338073e-06
